unimorph_iso	INF	PST.SG	PST.PL	PTCP
nld	emmeren	emmerde	emmerden	geëmmerd
nld	smeulen	smeulde	smeulden	gesmeuld
nld	beklemtonen	beklemtoonde	beklemtoonden	beklemtoond
nld	dansen	danste	dansten	gedanst
nld	gloeien	gloeide	gloeiden	gegloeid
nld	spekken	spekte	spekten	gespekt
nld	bedwingen	bedwong	bedwongen	bedwongen
nld	leunen	leunde	leunden	geleund
nld	erkennen	erkende	erkenden	erkend
nld	klonen	kloonde	kloonden	gekloond
nld	oogsten	oogstte	oogstten	geoogst
nld	immigreren	immigreerde	immigreerden	geïmmigreerd
nld	snoepen	snoepte	snoepten	gesnoept
nld	knarsen	knarste	knarsten	geknarst
nld	misleiden	misleidde	misleidden	misleid
nld	porren	porde	porden	gepord
nld	gniffelen	gniffelde	gniffelden	gegniffeld
nld	applaudisseren	applaudisseerde	applaudisseerden	geapplaudisseerd
nld	promoveren	promoveerde	promoveerden	gepromoveerd
nld	verleiden	verleidde	verleidden	verleid
nld	contacteren	contacteerde	contacteerden	gecontacteerd
nld	vergunnen	vergunde	vergunden	vergund
nld	vervroegen	vervroegde	vervroegden	vervroegd
nld	regisseren	regisseerde	regisseerden	geregisseerd
nld	veilen	veilde	veilden	geveild
nld	wroegen	wroegde	wroegden	gewroegd
nld	tanken	tankte	tankten	getankt
nld	dalen	daalde	daalden	gedaald
nld	zwaaien	zwaaide	zwaaiden	gezwaaid
nld	versimpelen	versimpelde	versimpelden	versimpeld
nld	verlieven	verliefde	verliefden	verliefd
nld	inoculeren	inoculeerde	inoculeerden	geïnoculeerd
nld	zenden	zond	zonden	gezonden
nld	makken	makte	makten	gemakt
nld	nieten	niette	nietten	geniet
nld	tippen	tipte	tipten	getipt
nld	juichen	juichte	juichten	gejuicht
nld	peuzelen	peuzelde	peuzelden	gepeuzeld
nld	pleuren	pleurde	pleurden	gepleurd
nld	pandoeren	pandoerde	pandoerden	gepandoerd
nld	dreunen	dreunde	dreunden	gedreund
nld	verheffen	verhief	verhieven	verheven
nld	beschimmelen	beschimmelde	beschimmelden	beschimmeld
nld	reageren	reageerde	reageerden	gereageerd
nld	verkoperen	verkoperde	verkoperden	verkoperd
nld	attaqueren	attaqueerde	attaqueerden	geattaqueerd
nld	vingeren	vingerde	vingerden	gevingerd
nld	beplakken	beplakte	beplakten	beplakt
nld	zwoegen	zwoegde	zwoegden	gezwoegd
nld	berechten	berechtte	berechtten	berecht
nld	rouwen	rouwde	rouwden	gerouwd
nld	signaleren	signaleerde	signaleerden	gesignaleerd
nld	arceren	arceerde	arceerden	gearceerd
nld	verdampen	verdampte	verdampten	verdampt
nld	bedaren	bedaarde	bedaarden	bedaard
nld	verergeren	verergerde	verergerden	verergerd
nld	spijkeren	spijkerde	spijkerden	gespijkerd
nld	eigenen	eigende	eigenden	geëigend
nld	accelereren	accelereerde	accelereerden	geaccelereerd
nld	snorren	snorde	snorden	gesnord
nld	abdiceren	abdiceerde	abdiceerden	geabdiceerd
nld	verschaffen	verschafte	verschaften	verschaft
nld	luiden	luidde	luidden	geluid
nld	kriebelen	kriebelde	kriebelden	gekriebeld
nld	bezwaren	bezwaarde	bezwaarden	bezwaard
nld	snakken	snakte	snakten	gesnakt
nld	streven	streefde	streefden	gestreefd
nld	arbeiden	arbeidde	arbeidden	gearbeid
nld	verloederen	verloederde	verloederden	verloederd
nld	corresponderen	correspondeerde	correspondeerden	gecorrespondeerd
nld	grissen	griste	gristen	gegrist
nld	smikkelen	smikkelde	smikkelden	gesmikkeld
nld	preken	preekte	preekten	gepreekt
nld	verhuren	verhuurde	verhuurden	verhuurd
nld	verdelgen	verdelgde	verdelgden	verdelgd
nld	vinden	vond	vonden	gevonden
nld	yellen	yelde	yelden	geyeld
nld	debatteren	debatteerde	debatteerden	gedebatteerd
nld	repareren	repareerde	repareerden	gerepareerd
nld	verwezenlijken	verwezenlijkte	verwezenlijkten	verwezenlijkt
nld	experimenteren	experimenteerde	experimenteerden	geëxperimenteerd
nld	worteltrekken	worteltrok	worteltrokken	wortelgetrokken
nld	klussen	kluste	klusten	geklust
nld	herbouwen	herbouwde	herbouwden	herbouwd
nld	verjaren	verjaarde	verjaarden	verjaard
nld	generaliseren	generaliseerde	generaliseerden	gegeneraliseerd
nld	giechelen	giechelde	giechelden	gegiecheld
nld	bedingen	bedong	bedongen	bedongen
nld	bepraten	bepraatte	bepraatten	bepraat
nld	handhaven	handhaafde	handhaafden	gehandhaafd
nld	bibberen	bibberde	bibberden	gebibberd
nld	retoucheren	retoucheerde	retoucheerden	geretoucheerd
nld	zoeken	zocht	zochten	gezocht
nld	racen	racete	raceten	geracet
nld	specificeren	specificeerde	specificeerden	gespecificeerd
nld	prediken	predikte	predikten	gepredikt
nld	evacueren	evacueerde	evacueerden	geëvacueerd
nld	razen	raasde	raasden	geraasd
nld	bevriezen	bevroor	bevroren	bevroren
nld	bespelen	bespeelde	bespeelden	bespeeld
nld	ontstellen	ontstelde	ontstelden	ontsteld
nld	kissebissen	kissebiste	kissebisten	gekissebist
nld	kidnappen	kidnapte	kidnapten	gekidnapt
nld	gijzelen	gijzelde	gijzelden	gegijzeld
nld	vertegenwoordigen	vertegenwoordigde	vertegenwoordigden	vertegenwoordigd
nld	communiceren	communiceerde	communiceerden	gecommuniceerd
nld	misbruiken	misbruikte	misbruikten	misbruikt
nld	schreien	schreide	schreiden	geschreid
nld	zegevieren	zegevierde	zegevierden	gezegevierd
nld	atten	atte	atten	geat
nld	winnen	won	wonnen	gewonnen
nld	bekritiseren	bekritiseerde	bekritiseerden	bekritiseerd
nld	barbecueën	barbecuede	barbecueden	gebarbecued
nld	stranden	strandde	strandden	gestrand
nld	belenen	beleende	beleenden	beleend
nld	vermurwen	vermurwde	vermurwden	vermurwd
nld	venten	ventte	ventten	gevent
nld	lappen	lapte	lapten	gelapt
nld	fluiten	floot	floten	gefloten
nld	rechten	rechtte	rechtten	gerecht
nld	vervalsen	vervalste	vervalsten	vervalst
nld	betoveren	betoverde	betoverden	betoverd
nld	stinken	stonk	stonken	gestonken
nld	verteren	verteerde	verteerden	verteerd
nld	vestigen	vestigde	vestigden	gevestigd
nld	verdunnen	verdunde	verdunden	verdund
nld	doorgronden	doorgrondde	doorgrondden	doorgrond
nld	flippen	flipte	flipten	geflipt
nld	huiveren	huiverde	huiverden	gehuiverd
nld	vermelden	vermeldde	vermeldden	vermeld
nld	smachten	smachtte	smachtten	gesmacht
nld	schrijden	schreed	schreden	geschreden
nld	condoleren	condoleerde	condoleerden	gecondoleerd
nld	koloniseren	koloniseerde	koloniseerden	gekoloniseerd
nld	velen	veelde	veelden	geveeld
nld	adstrueren	adstrueerde	adstrueerden	geadstrueerd
nld	versleutelen	versleutelde	versleutelden	versleuteld
nld	bakeren	bakerde	bakerden	gebakerd
nld	lenen	leende	leenden	geleend
nld	schroeien	schroeide	schroeiden	geschroeid
nld	kermen	kermde	kermden	gekermd
nld	nuttigen	nuttigde	nuttigden	genuttigd
nld	verdwijnen	verdween	verdwenen	verdwenen
nld	stalken	stalkte	stalkten	gestalkt
nld	beklagen	beklaagde	beklaagden	beklaagd
nld	detineren	detineerde	detineerden	gedetineerd
nld	onthullen	onthulde	onthulden	onthuld
nld	verstrikken	verstrikte	verstrikten	verstrikt
nld	benadrukken	benadrukte	benadrukten	benadrukt
nld	bevoordelen	bevoordeelde	bevoordeelden	bevoordeeld
nld	verlagen	verlaagde	verlaagden	verlaagd
nld	rijzen	rees	rezen	gerezen
nld	heroveren	heroverde	heroverden	heroverd
nld	vergroten	vergrootte	vergrootten	vergroot
nld	bevrijden	bevrijdde	bevrijdden	bevrijd
nld	falen	faalde	faalden	gefaald
nld	minachten	minachtte	minachtten	geminacht
nld	ontbijten	ontbeet	ontbeten	ontbeten
nld	floppen	flopte	flopten	geflopt
nld	bederven	bedierf	bedorven	bedorven
nld	scharren	scharde	scharden	geschard
nld	verwerven	verwierf	verwierven	verworven
nld	drijten	dreet	dreten	gedreten
nld	hertrouwen	hertrouwde	hertrouwden	gehertrouwd
nld	krimpen	kromp	krompen	gekrompen
nld	neuken	neukte	neukten	geneukt
nld	persisteren	persisteerde	persisteerden	gepersisteerd
nld	coderen	codeerde	codeerden	gecodeerd
nld	vervolgen	vervolgde	vervolgden	vervolgd
nld	beramen	beraamde	beraamden	geberaamd
nld	bekruipen	bekroop	bekropen	bekropen
nld	slopen	sloopte	sloopten	gesloopt
nld	ontwerpen	ontwierp	ontwierpen	ontworpen
nld	omwikkelen	omwikkelde	omwikkelden	omwikkeld
nld	wissen	wiste	wisten	gewist
nld	ontsluieren	ontsluierde	ontsluierden	ontsluierd
nld	overrulen	overrulede	overruleden	overruled
nld	vegen	veegde	veegden	geveegd
nld	bevestigen	bevestigde	bevestigden	bevestigd
nld	noteren	noteerde	noteerden	genoteerd
nld	verzenden	verzond	verzonden	verzonden
nld	lispelen	lispelde	lispelden	gelispeld
nld	verkommeren	verkommerde	verkommerden	verkommerd
nld	profeteren	profeteerde	profeteerden	geprofeteerd
nld	omfloersen	omfloerste	omfloersten	omfloerst
nld	zorgen	zorgde	zorgden	gezorgd
nld	berusten	berustte	berustten	berust
nld	klaverjassen	klaverjaste	klaverjasten	geklaverjast
nld	verdubbelen	verdubbelde	verdubbelden	verdubbeld
nld	starten	startte	startten	gestart
nld	letten	lette	letten	gelet
nld	gelieven	geliefde	geliefden	geliefd
nld	reviseren	reviseerde	reviseerden	gereviseerd
nld	gespen	gespte	gespten	gegespt
nld	verfrissen	verfriste	verfristen	verfrist
nld	spietsen	spietste	spietsten	gespietst
nld	gorgelen	gorgelde	gorgelden	gegorgeld
nld	woelen	woelde	woelden	gewoeld
nld	verordonneren	verordonneerde	verordonneerden	verordonneerd
nld	braden	braadde	braadden	gebraden
nld	adviseren	adviseerde	adviseerden	geadviseerd
nld	planten	plantte	plantten	geplant
nld	slaapwandelen	slaapwandelde	slaapwandelden	geslaapwandeld
nld	vlieten	vloot	vloten	gevloten
nld	katten	katte	katten	gekat
nld	popelen	popelde	popelden	gepopeld
nld	botsen	botste	botsten	gebotst
nld	repen	reepte	reepten	gereept
nld	weerspiegelen	weerspiegelde	weerspiegelden	weerspiegeld
nld	evolueren	evolueerde	evolueerden	geëvolueerd
nld	bevoorrechten	bevoorrechtte	bevoorrechtten	bevoorrecht
nld	buitelen	buitelde	buitelden	gebuiteld
nld	kastijden	kastijdde	kastijdden	gekastijd
nld	intrigeren	intrigeerde	intrigeerden	geïntrigeerd
nld	menen	meende	meenden	gemeend
nld	ontbloten	ontblootte	ontblootten	ontbloot
nld	kalken	kalkte	kalkten	gekalkt
nld	wurmen	wurmde	wurmden	gewurmd
nld	hechten	hechtte	hechtten	gehecht
nld	overstelpen	overstelpte	overstelpten	overstelpt
nld	versmallen	versmalde	versmalden	versmald
nld	lonken	lonkte	lonkten	gelonkt
nld	verspreiden	verspreidde	verspreidden	verspreid
nld	herleiden	herleidde	herleidden	herleid
nld	ontwaken	ontwaakte	ontwaakten	ontwaakt
nld	verpanden	verpandde	verpandden	verpand
nld	intimideren	intimideerde	intimideerden	geïntimideerd
nld	bekeuren	bekeurde	bekeurden	bekeurd
nld	ontwateren	ontwaterde	ontwaterden	ontwaterd
nld	verbrijzelen	verbrijzelde	verbrijzelden	verbrijzeld
nld	versieren	versierde	versierden	versierd
nld	oorvegen	oorveegde	oorveegden	geoorveegd
nld	printen	printte	printten	geprint
nld	lusten	lustte	lustten	gelust
nld	snoeien	snoeide	snoeiden	gesnoeid
nld	looien	looide	looiden	gelooid
nld	gevoelen	gevoelde	gevoelden	gevoeld
nld	pissen	piste	pisten	gepist
nld	vernietigen	vernietigde	vernietigden	vernietigd
nld	diagnosticeren	diagnosticeerde	diagnosticeerden	gediagnosticeerd
nld	romantiseren	romantiseerde	romantiseerden	geromantiseerd
nld	resulteren	resulteerde	resulteerden	geresulteerd
nld	spellen	spelde	spelden	gespeld
nld	verkleinen	verkleinde	verkleinden	verkleind
nld	verontrusten	verontrustte	verontrustten	verontrust
nld	miezeren	miezerde	miezerden	gemiezerd
nld	kommen	kwam	kwamen	gekommen
nld	ankeren	ankerde	ankerden	geankerd
nld	pintelieren	pintelierde	pintelierden	gepintelierd
nld	ontwarren	ontwarde	ontwarden	ontward
nld	zouten	zoutte	zoutten	gezouten
nld	betekenen	betekende	betekenden	betekend
nld	duwen	duwde	duwden	geduwd
nld	confisqueren	confisqueerde	confisqueerden	geconfisqueerd
nld	bedenken	bedacht	bedachten	bedacht
nld	verademen	verademde	verademden	verademd
nld	detecteren	detecteerde	detecteerden	gedetecteerd
nld	verdringen	verdrong	verdrongen	verdrongen
nld	kontneuken	kontneukte	kontneukten	gekontneukt
nld	verzuimen	verzuimde	verzuimden	verzuimd
nld	verwerpen	verwierp	verwierpen	verworpen
nld	vossen	voste	vosten	gevost
nld	claimen	claimde	claimden	geclaimd
nld	ontgroenen	ontgroende	ontgroenden	ontgroend
nld	rollebollen	rollebolde	rollebolden	gerollebold
nld	verdoen	verdeed	verdeden	verdaan
nld	volstaan	volstond	volstonden	volstaan
nld	reizen	reisde	reisden	gereisd
nld	vagen	vaagde	vaagden	gevaagd
nld	verhogen	verhoogde	verhoogden	verhoogd
nld	verdiepen	verdiepte	verdiepten	verdiept
nld	verminderen	verminderde	verminderden	verminderd
nld	verstellen	verstelde	verstelden	versteld
nld	welken	welkte	welkten	gewelkt
nld	verstoren	verstoorde	verstoorden	verstoord
nld	beduiden	beduidde	beduidden	beduid
nld	meesmuilen	meesmuilde	meesmuilden	gemeesmuild
nld	huisvesten	huisvestte	huisvestten	gehuisvest
nld	moeten	moest	moesten	gemoeten
nld	stuiteren	stuiterde	stuiterden	gestuiterd
nld	snoeren	snoerde	snoerden	gesnoerd
nld	ontploffen	ontplofte	ontploften	ontploft
nld	nekken	nekte	nekten	genekt
nld	rubriceren	rubriceerde	rubriceerden	gerubriceerd
nld	dragen	droeg	droegen	gedragen
nld	schoppen	schopte	schopten	geschopt
nld	pijpen	pijpte	pijpten	gepijpt
nld	belonen	beloonde	beloonden	beloond
nld	mengen	mengde	mengden	gemengd
nld	mopperen	mopperde	mopperden	gemopperd
nld	stapelen	stapelde	stapelden	gestapeld
nld	vermeerderen	vermeerderde	vermeerderden	vermeerderd
nld	spioneren	spioneerde	spioneerden	gespioneerd
nld	vissen	viste	visten	gevist
nld	wortelen	wortelde	wortelden	geworteld
nld	subsidiëren	subsidieerde	subsidieerden	gesubsidieerd
nld	hersenspoelen	hersenspoelde	hersenspoelden	gehersenspoeld
nld	hernoemen	hernoemde	hernoemden	hernoemd
nld	vlammen	vlamde	vlamden	gevlamd
nld	erbarmen	erbarmde	erbarmden	erbarmd
nld	bewapenen	bewapende	bewapenden	bewapend
nld	scharrelen	scharrelde	scharrelden	gescharreld
nld	choqueren	choqueerde	choqueerden	gechoqueerd
nld	onderkennen	onderkende	onderkenden	onderkend
nld	vertakken	vertakte	vertakten	vertakt
nld	bewijzen	bewees	bewezen	bewezen
nld	beluisteren	beluisterde	beluisterden	beluisterd
nld	verroeren	verroerde	verroerden	verroerd
nld	centraliseren	centraliseerde	centraliseerden	gecentraliseerd
nld	verrijzen	verrees	verrezen	verrezen
nld	betegelen	betegelde	betegelden	betegeld
nld	omzeilen	omzeilde	omzeilden	omzeild
nld	verwijderen	verwijderde	verwijderden	verwijderd
nld	hinten	hintte	hintten	gehint
nld	wichelen	wichelde	wichelden	gewicheld
nld	dooien	dooide	dooiden	gedooid
nld	bonken	bonkte	bonkten	gebonkt
nld	rieken	rook	roken	geroken
nld	scharen	schaarde	schaarden	geschaard
nld	vergezellen	vergezelde	vergezelden	vergezeld
nld	concentreren	concentreerde	concentreerden	geconcentreerd
nld	aborteren	aborteerde	aborteerden	geaborteerd
nld	onderwijzen	onderwees	onderwezen	onderwezen
nld	misprijzen	misprees	misprezen	misprezen
nld	betreuren	betreurde	betreurden	betreurd
nld	vertrekken	vertrok	vertrokken	vertrokken
nld	schallen	schalde	schalden	geschald
nld	snacken	snackte	snackten	gesnackt
nld	jouen	joude	jouden	gejoud
nld	vertikken	vertikte	vertikten	vertikt
nld	patrouilleren	patrouilleerde	patrouilleerden	gepatrouilleerd
nld	roemen	roemde	roemden	geroemd
nld	snikken	snikte	snikten	gesnikt
nld	tranen	traande	traanden	getraand
nld	betalen	betaalde	betaalden	betaald
nld	verrekenen	verrekende	verrekenden	verrekend
nld	rapen	raapte	raapten	geraapt
nld	registreren	registreerde	registreerden	geregistreerd
nld	belazeren	belazerde	belazerden	belazerd
nld	herhalen	herhaalde	herhaalden	herhaald
nld	peilen	peilde	peilden	gepeild
nld	verjongen	verjongde	verjongden	verjongd
nld	keuvelen	keuvelde	keuvelden	gekeuveld
nld	kraaien	kraaide	kraaiden	gekraaid
nld	verschalken	verschalkte	verschalkten	verschalkt
nld	morsen	morste	morsten	gemorst
nld	retarderen	retardeerde	retardeerden	geretardeerd
nld	zoeten	zoette	zoetten	gezoet
nld	twijfelen	twijfelde	twijfelden	getwijfeld
nld	boeren	boerde	boerden	geboerd
nld	wandelen	wandelde	wandelden	gewandeld
nld	drenken	drenkte	drenkten	gedrenkt
nld	appen	appte	appten	geappt
nld	naken	naakte	naakten	genaakt
nld	bekronen	bekroonde	bekroonden	bekroond
nld	ondersteunen	ondersteunde	ondersteunden	ondersteund
nld	hanteren	hanteerde	hanteerden	gehanteerd
nld	ontdooien	ontdooide	ontdooiden	ontdooid
nld	karnen	karnde	karnden	gekarnd
nld	overdenken	overdacht	overdachten	overdacht
nld	huldigen	huldigde	huldigden	gehuldigd
nld	vinken	vinkte	vinkten	gevinkt
nld	manicuren	manicuurde	manicuurden	gemanicuurd
nld	splitsen	splitste	splitsten	gesplitst
nld	betwijfelen	betwijfelde	betwijfelden	betwijfeld
nld	formuleren	formuleerde	formuleerden	geformuleerd
nld	bemoeien	bemoeide	bemoeiden	bemoeid
nld	tolken	tolkte	tolkten	getolkt
nld	betamen	betaamde	betaamden	betaamd
nld	duimen	duimde	duimden	geduimd
nld	toveren	toverde	toverden	getoverd
nld	benodigen	benodigde	benodigden	benodigd
nld	verbasteren	verbasterde	verbasterden	verbasterd
nld	digitaliseren	digitaliseerde	digitaliseerden	gedigitaliseerd
nld	klieren	klierde	klierden	geklierd
nld	specialiseren	specialiseerde	specialiseerden	gespecialiseerd
nld	ontdekken	ontdekte	ontdekten	ontdekt
nld	exerceren	exerceerde	exerceerden	geëxerceerd
nld	jetskiën	jetskiede	jetskieden	gejetskied
nld	verwikkelen	verwikkelde	verwikkelden	verwikkeld
nld	stangen	stangde	stangden	gestangd
nld	bevinden	bevond	bevonden	bevonden
nld	onderdrukken	onderdrukte	onderdrukten	onderdrukt
nld	vieren	vierde	vierden	gevierd
nld	doden	doodde	doodden	gedood
nld	bekleden	bekleedde	bekleedden	bekleed
nld	dorsen	dorste	dorsten	gedorst
nld	gieren	gierde	gierden	gegierd
nld	stappen	stapte	stapten	gestapt
nld	ijken	ijkte	ijkten	geijkt
nld	situeren	situeerde	situeerden	gesitueerd
nld	vergen	vergde	vergden	gevergd
nld	ontmaskeren	ontmaskerde	ontmaskerden	ontmaskerd
nld	plukken	plukte	plukten	geplukt
nld	vertrouwen	vertrouwde	vertrouwden	vertrouwd
nld	donderen	donderde	donderden	gedonderd
nld	wensen	wenste	wensten	gewenst
nld	sjorren	sjorde	sjorden	gesjord
nld	kwaken	kwaakte	kwaakten	gekwaakt
nld	gokken	gokte	gokten	gegokt
nld	verven	verfde	verfden	geverfd
nld	bedelven	bedolf	bedolven	bedolven
nld	blinken	blonk	blonken	geblonken
nld	betuigen	betuigde	betuigden	betuigd
nld	omarmen	omarmde	omarmden	omarmd
nld	beangstigen	beangstigde	beangstigden	beangstigd
nld	fabrieken	fabriekte	fabriekten	gefabriekt
nld	sporten	sportte	sportten	gesport
nld	lambriseren	lambriseerde	lambriseerden	gelambriseerd
nld	noemen	noemde	noemden	genoemd
nld	schuinen	schuinde	schuinden	geschuind
nld	verduren	verduurde	verduurden	verduurd
nld	avanceren	avanceerde	avanceerden	geavanceerd
nld	beslissen	besliste	beslisten	beslist
nld	hossen	hoste	hosten	gehost
nld	vaardigen	vaardigde	vaardigden	gevaardigd
nld	propageren	propageerde	propageerden	gepropageerd
nld	kirren	kirde	kirden	gekird
nld	schoffelen	schoffelde	schoffelden	geschoffeld
nld	welven	welfde	welfden	gewelfd
nld	vervreemden	vervreemdde	vervreemdden	vervreemd
nld	spetteren	spetterde	spetterden	gespetterd
nld	zaligen	zaligde	zaligden	gezaligd
nld	verzieken	verziekte	verziekten	verziekt
nld	mailen	mailde	mailden	gemaild
nld	effectueren	effectueerde	effectueerden	geëffectueerd
nld	bekorten	bekortte	bekortten	bekort
nld	verpotten	verpotte	verpotten	verpot
nld	spijten	speet	speten	gespeten
nld	versoepelen	versoepelde	versoepelden	versoepeld
nld	nippen	nipte	nipten	genipt
nld	mallen	malde	malden	gemald
nld	spreken	sprak	spraken	gesproken
nld	staren	staarde	staarden	gestaard
nld	ontstemmen	ontstemde	ontstemden	ontstemd
nld	gassen	gaste	gasten	gegast
nld	oxyderen	oxydeerde	oxydeerden	geoxydeerd
nld	bezwijmen	bezwijmde	bezwijmden	bezwijmd
nld	martelen	martelde	martelden	gemarteld
nld	rechtvaardigen	rechtvaardigde	rechtvaardigden	gerechtvaardigd
nld	berouwen	berouwde	berouwden	berouwd
nld	herbergen	herbergde	herbergden	geherbergd
nld	rekwireren	rekwireerde	rekwireerden	gerekwireerd
nld	participeren	participeerde	participeerden	geparticipeerd
nld	kalibreren	kalibreerde	kalibreerden	gekalibreerd
nld	stimuleren	stimuleerde	stimuleerden	gestimuleerd
nld	geuren	geurde	geurden	gegeurd
nld	bezwendelen	bezwendelde	bezwendelden	bezwendeld
nld	wemelen	wemelde	wemelden	gewemeld
nld	troosten	troostte	troostten	getroost
nld	rammen	ramde	ramden	geramd
nld	verwijven	verwijfde	verwijfden	verwijfd
nld	woeden	woedde	woedden	gewoed
nld	knijpen	kneep	knepen	geknepen
nld	corrigeren	corrigeerde	corrigeerden	gecorrigeerd
nld	pasen	paaste	paasten	gepaast
nld	dineren	dineerde	dineerden	gedineerd
nld	vlotten	vlotte	vlotten	gevlot
nld	smeken	smeekte	smeekten	gesmeekt
nld	ondertekenen	ondertekende	ondertekenden	ondertekend
nld	sudderen	sudderde	sudderden	gesudderd
nld	begroten	begrootte	begrootten	begroot
nld	vindiceren	vindiceerde	vindiceerden	gevindiceerd
nld	verschroeien	verschroeide	verschroeiden	verschroeid
nld	isoleren	isoleerde	isoleerden	geïsoleerd
nld	ontlenen	ontleende	ontleenden	ontleend
nld	barnen	barnde	barnden	gebarnd
nld	vloeren	vloerde	vloerden	gevloerd
nld	husselen	husselde	husselden	gehusseld
nld	stroomlijnen	stroomlijnde	stroomlijnden	gestroomlijnd
nld	benutten	benutte	benutten	benut
nld	flikken	flikte	flikten	geflikt
nld	krassen	kraste	krasten	gekrast
nld	volharden	volhardde	volhardden	volhard
nld	blijven	bleef	bleven	gebleven
nld	installeren	installeerde	installeerden	geïnstalleerd
nld	bevatten	bevatte	bevatten	bevat
nld	knallen	knalde	knalden	geknald
nld	verstrammen	verstramde	verstramden	verstramd
nld	wedijveren	wedijverde	wedijverden	gewedijverd
nld	verharen	verhaarde	verhaarden	verhaard
nld	vereisen	vereiste	vereisten	vereist
nld	geleiden	geleidde	geleidden	geleid
nld	exporteren	exporteerde	exporteerden	geëxporteerd
nld	vernederlandsen	vernederlandste	vernederlandsten	vernederlandst
nld	amerikaniseren	amerikaniseerde	amerikaniseerden	geamerikaniseerd
nld	blokkeren	blokkeerde	blokkeerden	geblokkeerd
nld	plagen	plaagde	plaagden	geplaagd
nld	bedekken	bedekte	bedekten	bedekt
nld	garanderen	garandeerde	garandeerden	gegarandeerd
nld	vorderen	vorderde	vorderden	gevorderd
nld	arriveren	arriveerde	arriveerden	gearriveerd
nld	besturen	bestuurde	bestuurden	bestuurd
nld	wantrouwen	wantrouwde	wantrouwden	gewantrouwd
nld	kuipen	kuipte	kuipten	gekuipt
nld	pachten	pachtte	pachtten	gepacht
nld	verdrukken	verdrukte	verdrukten	verdrukt
nld	attesteren	attesteerde	attesteerden	geattesteerd
nld	absorberen	absorbeerde	absorbeerden	geabsorbeerd
nld	kanen	kaande	kaanden	gekaand
nld	deprimeren	deprimeerde	deprimeerden	gedeprimeerd
nld	verdonkeremanen	verdonkeremaande	verdonkeremaanden	verdonkeremaand
nld	maskeren	maskerde	maskerden	gemaskerd
nld	ontgroeien	ontgroeide	ontgroeiden	ontgroeid
nld	wintersporten	wintersportte	wintersportten	gewintersport
nld	verbruiken	verbruikte	verbruikten	verbruikt
nld	alarmeren	alarmeerde	alarmeerden	gealarmeerd
nld	neuspeuteren	neuspeuterde	neuspeuterden	geneuspeuterd
nld	stofzuigen	stofzuigde	stofzuigden	gestofzuigd
nld	pieren	pierde	pierden	gepierd
nld	benauwen	benauwde	benauwden	benauwd
nld	argumenteren	argumenteerde	argumenteerden	geargumenteerd
nld	genereren	genereerde	genereerden	gegenereerd
nld	mankeren	mankeerde	mankeerden	gemankeerd
nld	verschijnen	verscheen	verschenen	verschenen
nld	dutten	dutte	dutten	gedut
nld	schuilen	school	scholen	gescholen
nld	glunderen	glunderde	glunderden	geglunderd
nld	gewagen	gewaagde	gewaagden	gewaagd
nld	vergooien	vergooide	vergooiden	vergooid
nld	verdikken	verdikte	verdikten	verdikt
nld	weifelen	weifelde	weifelden	geweifeld
nld	culmineren	culmineerde	culmineerden	geculmineerd
nld	zuiveren	zuiverde	zuiverden	gezuiverd
nld	vervliegen	vervloog	vervlogen	vervlogen
nld	pesten	pestte	pestten	gepest
nld	tuchtigen	tuchtigde	tuchtigden	getuchtigd
nld	beoordelen	beoordeelde	beoordeelden	beoordeeld
nld	raaskallen	raaskalde	raaskalden	geraaskald
nld	bekokstoven	bekokstoofde	bekokstoofden	bekokstoofd
nld	fotograferen	fotografeerde	fotografeerden	gefotografeerd
nld	trillen	trilde	trilden	getrild
nld	zomeren	zomerde	zomerden	gezomerd
nld	verfijnen	verfijnde	verfijnden	verfijnd
nld	happen	hapte	hapten	gehapt
nld	wurgen	wurgde	wurgden	gewurgd
nld	annexeren	annexeerde	annexeerden	geannexeerd
nld	corroderen	corrodeerde	corrodeerden	gecorrodeerd
nld	chinezen	chineesde	chineesden	gechineesd
nld	springen	sprong	sprongen	gesprongen
nld	hijgen	hijgde	hijgden	gehijgd
nld	exciteren	exciteerde	exciteerden	geëxciteerd
nld	grijpen	greep	grepen	gegrepen
nld	vonken	vonkte	vonkten	gevonkt
nld	bespioneren	bespioneerde	bespioneerden	bespioneerd
nld	wapenen	wapende	wapenden	gewapend
nld	leiden	leidde	leidden	geleid
nld	selecteren	selecteerde	selecteerden	geselecteerd
nld	slabakken	slabakte	slabakten	geslabakt
nld	glaceren	glaceerde	glaceerden	geglaceerd
nld	analyseren	analyseerde	analyseerden	geanalyseerd
nld	beschuldigen	beschuldigde	beschuldigden	beschuldigd
nld	vriezen	vroor	vroren	gevroren
nld	bussen	buste	busten	gebust
nld	overkoepelen	overkoepelde	overkoepelden	overkoepeld
nld	hamsteren	hamsterde	hamsterden	gehamsterd
nld	tippelen	tippelde	tippelden	getippeld
nld	verduidelijken	verduidelijkte	verduidelijkten	verduidelijkt
nld	fonkelen	fonkelde	fonkelden	gefonkeld
nld	herwinnen	herwon	herwonnen	herwonnen
nld	beïnvloeden	beïnvloedde	beïnvloedden	beïnvloed
nld	bedoelen	bedoelde	bedoelden	bedoeld
nld	frustreren	frustreerde	frustreerden	gefrustreerd
nld	vermageren	vermagerde	vermagerden	vermagerd
nld	huiken	huikte	huikten	gehuikt
